english,ipa,audio
ophidiariums,ˌɑːfɪdˈaɪɚɹiəmz,assets_small\ophidiariums.wav
ophiolatries,ˌɑːfɪˈɑːlətɹiz,assets_small\ophiolatries.wav
opposed,əpˈoʊzd,assets_small\opposed.wav
ophidiaria,ˌɑːfɪdˈaɪɚɹiə,assets_small\ophidiaria.wav
ophiologist,ˌɑːfɪˈɑːlədʒˌɪst,assets_small\ophiologist.wav
opponencies,ˈɑːpoʊnənsiz,assets_small\opponencies.wav
opobalsam,ˈɑːpəbˌælsəm,assets_small\opobalsam.wav
opaquing,oʊpˈeɪkɪŋ,assets_small\opaquing.wav
oquassa,ɑːkwˈæsə,assets_small\oquassa.wav
oquassas,ɑːkwˈæsəz,assets_small\oquassas.wav
orphanage,ˈɔːɹfənɪdʒ,assets_small\orphanage.wav
orthostichous,ˈɔːɹθəstˌɪtʃəs,assets_small\orthostichous.wav
orthodontists,ˈɔːɹθədˌɔntɪsts,assets_small\orthodontists.wav
orifices,ˈɔːɹɪfɪsᵻz,assets_small\orifices.wav
orthograde,ˈɔːɹθəɡɹˌeɪd,assets_small\orthograde.wav
oranger,ˈɔɹɪndʒɚ,assets_small\oranger.wav
orangewood,ˈɔɹɪndʒwˌʊd,assets_small\orangewood.wav
ordains,ɔːɹdˈeɪnz,assets_small\ordains.wav
orchidomaniac,ˌɔːɹkɪdəmˈeɪnɪˌæk,assets_small\orchidomaniac.wav
osteal,ˈɑːstiəl,assets_small\osteal.wav
ossifrage,ˈɑːsɪfɹɪdʒ,assets_small\ossifrage.wav
ossifications,ˌɑːsɪfɪkˈeɪʃənz,assets_small\ossifications.wav
osteoids,ˈɑːstɪˌɔɪdz,assets_small\osteoids.wav
oscitance,ˈɑːsɪtəns,assets_small\oscitance.wav
osteosarcomas,ˌɑːstɪˌɑːsɑːɹkˈoʊməz,assets_small\osteosarcomas.wav
oscule,ˈɑːskjuːl,assets_small\oscule.wav
osteoderm,ˈɑːstɪˌoʊdɜːm,assets_small\osteoderm.wav
oscillographies,ɑːsˌɪlˈɑːɡɹəfiz,assets_small\oscillographies.wav
ottering,ˈɑːɾɚɹɪŋ,assets_small\ottering.wav
otoliths,ˈɑːɾəlˌɪθs,assets_small\otoliths.wav
otosclerosis,ˌɑːɾəsklɚɹˈoʊsɪs,assets_small\otosclerosis.wav
otoscopy,ɑːtˈɑːskəpi,assets_small\otoscopy.wav
otaku,ɑːtˈɑːkuː,assets_small\otaku.wav
otalgic,oʊtˈældʒɪk,assets_small\otalgic.wav
otherworlds,ˈʌðɚwˌɜːldz,assets_small\otherworlds.wav
otolithic,ˌɑːɾəlˈɪθɪk,assets_small\otolithic.wav
otoscopies,ɑːtˈɑːskəpiz,assets_small\otoscopies.wav
outlearned,aʊtlˈɜːnd,assets_small\outlearned.wav
outstation,aʊtstˈeɪʃən,assets_small\outstation.wav
outvaunting,aʊtvˈɔːntɪŋ,assets_small\outvaunting.wav
outroared,aʊtɹˈoːɹd,assets_small\outroared.wav
outscolds,aʊtskˈoʊldz,assets_small\outscolds.wav
outwearied,aʊtwˈɪɹid,assets_small\outwearied.wav
outboard,aʊtbˈoːɹd,assets_small\outboard.wav
outwicking,aʊtwˈɪkɪŋ,assets_small\outwicking.wav
outjuggle,aʊtdʒˈʌɡəl,assets_small\outjuggle.wav
overimpress,ˌoʊvɚɹɪmpɹˈɛs,assets_small\overimpress.wav
overaged,ˌoʊvɚɹˈeɪdʒd,assets_small\overaged.wav
overexploitations,ˌoʊvɚɹɛksplɔɪtˈeɪʃənz,assets_small\overexploitations.wav
oversubtleties,ˌoʊvɚsˈʌɾəlɾiz,assets_small\oversubtleties.wav
overexercise,ˌoʊvɚɹˈɛksɚsˌaɪz,assets_small\overexercise.wav
overclears,ˌoʊvɚklˈɪɹz,assets_small\overclears.wav
overnets,ˌoʊvɚnˈɛts,assets_small\overnets.wav
overeyeing,ˌoʊvɚɹˈaɪɪŋ,assets_small\overeyeing.wav
overglamorising,ˌoʊvɚɡlˈæmɚɹˌaɪzɪŋ,assets_small\overglamorising.wav
owlet,ˈaʊlɪt,assets_small\owlet.wav
owrier,ˈoʊɹiɚ,assets_small\owrier.wav
owerloupit,ˈoʊɚlˌuːpɪt,assets_small\owerloupit.wav
owner,ˈoʊnɚ,assets_small\owner.wav
owelties,ˈoʊəlɾiz,assets_small\owelties.wav
owrelay,ˈoʊɹɪlˌeɪ,assets_small\owrelay.wav
ownership,ˈoʊnɚʃˌɪp,assets_small\ownership.wav
owches,ˈoʊtʃᵻz,assets_small\owches.wav
owerloup,ˈoʊɚlˌuːp,assets_small\owerloup.wav
oximes,ˈɑːksaɪmz,assets_small\oximes.wav
oxidative,ˈɑːksɪdətˌɪv,assets_small\oxidative.wav
oxygenizers,ˈɑːksɪdʒˌɛnaɪzɚz,assets_small\oxygenizers.wav
oxyhydrogen,ˌɑːksɪhˈaɪdɹədʒən,assets_small\oxyhydrogen.wav
oxhide,ˈɑːkshaɪd,assets_small\oxhide.wav
oxygenic,ˌɑːksɪdʒˈɛnɪk,assets_small\oxygenic.wav
oxtongues,ˈɑːkstʌŋz,assets_small\oxtongues.wav
oxysalts,ˈɑːksɪsˌɔlts,assets_small\oxysalts.wav
oxysome,ˈɑːksisˌʌm,assets_small\oxysome.wav
oystrige,ˈɔɪstɹaɪdʒ,assets_small\oystrige.wav
oyezes,ˈɔɪɛzᵻz,assets_small\oyezes.wav
oystriges,ˈɔɪstɹaɪdʒᵻz,assets_small\oystriges.wav
oysterman,ˈɔɪstɚmən,assets_small\oysterman.wav
oyster,ˈɔɪstɚ,assets_small\oyster.wav
oysterer,ˈɔɪstɚɹɚ,assets_small\oysterer.wav
oystercatchers,ˈɔɪstɚkˌætʃɚz,assets_small\oystercatchers.wav
oyeses,ˈɔɪɪsˌiːz,assets_small\oyeses.wav
oyesses,ˈɔɪɛsᵻz,assets_small\oyesses.wav
ozzies,ˈɑːzɪz,assets_small\ozzies.wav
ozonisers,ˈoʊzənˌaɪzɚz,assets_small\ozonisers.wav
ozalid,ˈoʊzɐlˌɪd,assets_small\ozalid.wav
ozeki,ˈoʊzki,assets_small\ozeki.wav
ozone,ˈoʊzoʊn,assets_small\ozone.wav
ozonolyses,ˈoʊzənˌɑːlaɪzᵻz,assets_small\ozonolyses.wav
ozonization,ˌoʊzənᵻzˈeɪʃən,assets_small\ozonization.wav
ozonate,ˈoʊzənˌeɪt,assets_small\ozonate.wav
ozonizing,ˈoʊzənˌaɪzɪŋ,assets_small\ozonizing.wav
particularistic,pɚtˈɪkjʊlɚɹˈɪstɪk,assets_small\particularistic.wav
papooses,pˈæpuːsᵻz,assets_small\papooses.wav
parters,pˈɑːɹɾɚz,assets_small\parters.wav
patellar,pˈeɪɾəlɚ,assets_small\patellar.wav
panims,pˈænɪmz,assets_small\panims.wav
pawls,pˈɔːlz,assets_small\pawls.wav
passivate,pˈæsᵻvˌeɪt,assets_small\passivate.wav
pastoriums,pæstˈoːɹiəmz,assets_small\pastoriums.wav
paddler,pˈædlɚ,assets_small\paddler.wav
perusals,pɚɹˈuːzəlz,assets_small\perusals.wav
peculiarly,pɪkjˈuːlɪɹli,assets_small\peculiarly.wav
peopleless,pˈiːpəlləs,assets_small\peopleless.wav
peekapoo,pˈiːkɐpˌuː,assets_small\peekapoo.wav
pedunculation,pˌɛdəŋkjʊlˈeɪʃən,assets_small\pedunculation.wav
pendragonship,pˈɛndɹɐɡənʃˌɪp,assets_small\pendragonship.wav
peaceablenesses,pˈiːseɪbəlnəsᵻz,assets_small\peaceablenesses.wav
peptonize,pˈɛptənˌaɪz,assets_small\peptonize.wav
perichaetium,pˌɛɹɪkˈiːɾiəm,assets_small\perichaetium.wav
pfennings,fˈɛnɪŋz,assets_small\pfennings.wav
pfennige,fˈɛnaɪdʒ,assets_small\pfennige.wav
pfenning,fˈɛnɪŋ,assets_small\pfenning.wav
pfennigs,fˈɛnɪɡz,assets_small\pfennigs.wav
pfennig,fˈɛnɪɡ,assets_small\pfennig.wav
philomelas,fˌɪləmˈɛləz,assets_small\philomelas.wav
phoneticization,fənˌɛɾɪsᵻzˈeɪʃən,assets_small\phoneticization.wav
phototypically,fˌoʊɾoʊtˈɪpɪkli,assets_small\phototypically.wav
phrenitic,fɹɛnˈɪɾɪk,assets_small\phrenitic.wav
pharmacognostical,fˌɑːɹmɐkəɡnˈɑːstɪkəl,assets_small\pharmacognostical.wav
phony,fˈoʊni,assets_small\phony.wav
phototroph,fˈoʊɾoʊtɹˌɑːf,assets_small\phototroph.wav
photophones,fˌoʊɾoʊfˈoʊnz,assets_small\photophones.wav
philoxenias,fˌɪləksˈiːniəz,assets_small\philoxenias.wav
pissed,pˈɪst,assets_small\pissed.wav
pincerlike,pˈɪnsɚlˌaɪk,assets_small\pincerlike.wav
pirogi,pɪɹˈoʊɡi,assets_small\pirogi.wav
piddliest,pˈɪdliɪst,assets_small\piddliest.wav
pilgrimizing,pˈɪlɡɹɪmˌaɪzɪŋ,assets_small\pilgrimizing.wav
pigsticker,pˈɪɡstɪkɚ,assets_small\pigsticker.wav
pillheads,pˈɪlhɛdz,assets_small\pillheads.wav
pisolites,pˈɪsəlˌaɪts,assets_small\pisolites.wav
piedfort,pˈiːdfɔːɹt,assets_small\piedfort.wav
plainspoken,plˈeɪnspoʊkən,assets_small\plainspoken.wav
plumbosolvency,plˈʌmbəsˌɑːlvənsi,assets_small\plumbosolvency.wav
plumulose,plˈuːmjʊlˌoʊs,assets_small\plumulose.wav
pling,plˈɪŋ,assets_small\pling.wav
plicates,plɪkˈeɪts,assets_small\plicates.wav
playgoer,plˈeɪɡoʊɚ,assets_small\playgoer.wav
platitudinarians,plˌæɾɪtˌuːdɪnˈɛɹiənz,assets_small\platitudinarians.wav
placabilities,plˌeɪsəbˈɪlᵻɾiz,assets_small\placabilities.wav
plenipotentiary,plˌɛnɪpətˈɛnʃjɚɹi,assets_small\plenipotentiary.wav
pneumothoraxes,nˈuːməθˌoːɹæksᵻz,assets_small\pneumothoraxes.wav
pneumoconioses,nˈuːməkˌoʊnɪˌoʊsᵻz,assets_small\pneumoconioses.wav
pneumobacillus,nˈuːməbˌæsɪləs,assets_small\pneumobacillus.wav
pneumatics,nuːmˈæɾɪks,assets_small\pneumatics.wav
pneumokoniosis,nˌuːməkˌoʊnɪˈoʊsɪs,assets_small\pneumokoniosis.wav
pneumaticity,nˌuːmɐtˈɪsᵻɾi,assets_small\pneumaticity.wav
pneumocystis,nˈuːməsˌɪstiz,assets_small\pneumocystis.wav
pneumocystises,nˈuːməsˌɪstaɪzᵻz,assets_small\pneumocystises.wav
pneumoconiotics,nˌuːməkˌoʊnɪˈɑːɾɪks,assets_small\pneumoconiotics.wav
poultroone,poʊltɹˈuːn,assets_small\poultroone.wav
poyou,pˈɔɪuː,assets_small\poyou.wav
pokeroot,pˈoʊkɹuːt,assets_small\pokeroot.wav
poulardes,pˈuːlɑːɹdz,assets_small\poulardes.wav
postpuberty,pˈoʊstpjuːbɚɾi,assets_small\postpuberty.wav
potichomanias,pˌoʊɾɪtʃəmˈeɪniəz,assets_small\potichomanias.wav
postwoman,pˈoʊstwʊmən,assets_small\postwoman.wav
postmodernist,pˈoʊstmədɚnˌɪst,assets_small\postmodernist.wav
pontianacs,pˈɔnʃiənˌæks,assets_small\pontianacs.wav
prosopagnosia,pɹˌɑːsəpɐɡnˈoʊʒə,assets_small\prosopagnosia.wav
professionalisms,pɹəfˈɛʃənəlˌɪzəmz,assets_small\professionalisms.wav
prescribed,pɹɪskɹˈaɪbd,assets_small\prescribed.wav
preemption,pɹiːˈɛmpʃən,assets_small\preemption.wav
prettily,pɹˈɪɾili,assets_small\prettily.wav
precool,pɹˌiːkˈuːl,assets_small\precool.wav
propylic,pɹˈoʊpəlˌɪk,assets_small\propylic.wav
probation,pɹoʊbˈeɪʃən,assets_small\probation.wav
progressives,pɹəɡɹˈɛsɪvz,assets_small\progressives.wav
psychoanalytic,sˌaɪkoʊˌænɐlˈɪɾɪk,assets_small\psychoanalytic.wav
psephoanalysis,sˌɛfoʊnˈæləsˌɪs,assets_small\psephoanalysis.wav
psilotic,sɪlˈɑːɾɪk,assets_small\psilotic.wav
psychogas,sˈaɪkoʊɡəz,assets_small\psychogas.wav
psychonomics,sˌaɪkoʊnˈɑːmɪks,assets_small\psychonomics.wav
psychopharmacologists,sˌaɪkoʊfˌɑːɹmɐkˈɑːlədʒˌɪsts,assets_small\psychopharmacologists.wav
psychosexually,sˌaɪkoʊsˈɛkʃuːəli,assets_small\psychosexually.wav
psychrometer,saɪkɹˈɑːmɪɾɚ,assets_small\psychrometer.wav
psychohistorians,sˌaɪkoʊhɪstˈoːɹiənz,assets_small\psychohistorians.wav
pteropod,tˈɛɹəpˌɑːd,assets_small\pteropod.wav
ptisan,tˈɪsən,assets_small\ptisan.wav
ptyalism,tˈaɪəlˌɪzəm,assets_small\ptyalism.wav
ptarmigan,tˈɑːɹmɪɡən,assets_small\ptarmigan.wav
pteryla,tˈɜːɹɪlə,assets_small\pteryla.wav
ptyalized,tˈaɪəlˌaɪzd,assets_small\ptyalized.wav
pteridophilists,tˈɛɹɪdˌɑːfɪlˌɪsts,assets_small\pteridophilists.wav
ptyxes,tˈɪksᵻz,assets_small\ptyxes.wav
ptiloses,tˈɪloʊsᵻz,assets_small\ptiloses.wav
purse,pˈɜːs,assets_small\purse.wav
publicly,pˈʌblɪkli,assets_small\publicly.wav
pulwar,pˈʌlwɔːɹ,assets_small\pulwar.wav
purtenance,pˈɜːtənəns,assets_small\purtenance.wav
publicizes,pˈʌblɪsˌaɪzᵻz,assets_small\publicizes.wav
pursuing,pɚsˈuːɪŋ,assets_small\pursuing.wav
pulverizer,pˈʌlvɚɹˌaɪzɚ,assets_small\pulverizer.wav
puzzolanas,pˌʌzəlˈɑːnəz,assets_small\puzzolanas.wav
pursinesses,pˈɜːsaɪnəsᵻz,assets_small\pursinesses.wav
pyrazole,pˈɪɹɐzˌoʊl,assets_small\pyrazole.wav
pyxies,pˈaɪksiz,assets_small\pyxies.wav
pyrolising,pˌaɪɹoʊlˈaɪzɪŋ,assets_small\pyrolising.wav
pyrope,pˈaɪɹoʊp,assets_small\pyrope.wav
pyrite,pˈaɪɹaɪt,assets_small\pyrite.wav
pygmyisms,pˈɪɡmiˌɪzəmz,assets_small\pygmyisms.wav
pyrocatechins,pˌaɪɹoʊkˈæɾɪtʃˌɪnz,assets_small\pyrocatechins.wav
pyknosis,pɪknˈoʊsɪs,assets_small\pyknosis.wav
pyrolyse,pˌaɪɹoʊlˈaɪz,assets_small\pyrolyse.wav
pzazzes,pˈiːzˈæzᵻz,assets_small\pzazzes.wav
pzazz,pˈiːzˈæz,assets_small\pzazz.wav
qaimaqam,kˈeɪmɐkˌæm,assets_small\qaimaqam.wav
qabalist,kˈæbəlˌɪst,assets_small\qabalist.wav
qabalas,kæbˈɑːləz,assets_small\qabalas.wav
qanat,kˈænæt,assets_small\qanat.wav
qawwalis,kɔːwˈɑːliz,assets_small\qawwalis.wav
qabalahs,kˈæbæləz,assets_small\qabalahs.wav
qabalisms,kˈæbəlˌɪzəmz,assets_small\qabalisms.wav
qaids,kˈeɪdz,assets_small\qaids.wav
qawwals,kˈɔːwəlz,assets_small\qawwals.wav
qiblas,kˈɪbləz,assets_small\qiblas.wav
qindarka,kˈɪndɑːɹkə,assets_small\qindarka.wav
qiviut,kˈɪvɪˌʌt,assets_small\qiviut.wav
qiviuts,kˈɪvɪˌʌts,assets_small\qiviuts.wav
qindar,kˈɪndɑːɹ,assets_small\qindar.wav
qindars,kˈɪndɑːɹz,assets_small\qindars.wav
qintar,kˈɪntɚ,assets_small\qintar.wav
qibla,kˈɪblə,assets_small\qibla.wav
qintars,kˈɪntɚz,assets_small\qintars.wav
qormas,kˈoːɹməz,assets_small\qormas.wav
qophs,kˈɑːfz,assets_small\qophs.wav
qorma,kˈoːɹmə,assets_small\qorma.wav
quagmiry,kwˈæɡmaɪɚɹi,assets_small\quagmiry.wav
quoited,kwˈɔɪɾᵻd,assets_small\quoited.wav
questioningly,kwˈɛstʃənɪŋli,assets_small\questioningly.wav
quadrumvirate,kwɑːdɹˈʌmvᵻɹˌeɪt,assets_small\quadrumvirate.wav
quarrington,kwˈɔːɹɪŋtən,assets_small\quarrington.wav
quiddler,kwˈɪdlɚ,assets_small\quiddler.wav
quadriceps,kwˈɑːdɹaɪsˌɛps,assets_small\quadriceps.wav
quinela,kwˈaɪnlə,assets_small\quinela.wav
quasars,kwˈeɪzɑːɹz,assets_small\quasars.wav
qwerties,kjˈuːwˈɜːɾiz,assets_small\qwerties.wav
qwerty,kjˈuːwˈɜːɾi,assets_small\qwerty.wav
qwertys,kjˈuːwˈɜːɾiz,assets_small\qwertys.wav
ramifying,ɹˈæmᵻfˌaɪɪŋ,assets_small\ramifying.wav
ratty,ɹˈæɾi,assets_small\ratty.wav
rachises,ɹˈætʃaɪzᵻz,assets_small\rachises.wav
raster,ɹˈæstɚ,assets_small\raster.wav
raptness,ɹˈæptnəs,assets_small\raptness.wav
ranine,ɹˈænaɪn,assets_small\ranine.wav
rambutan,ɹˈæmbətˌæn,assets_small\rambutan.wav
racewalkings,ɹˈeɪswɔːkɪŋz,assets_small\racewalkings.wav
radicules,ɹˈædɪkjˌuːlz,assets_small\radicules.wav
relocations,ɹᵻloʊkˈeɪʃənz,assets_small\relocations.wav
reembodying,ɹiːɛmbˈɑːdiɪŋ,assets_small\reembodying.wav
retinispora,ɹˈɛtɪnˌɪspoːɹə,assets_small\retinispora.wav
rewording,ɹᵻwˈɜːdɪŋ,assets_small\rewording.wav
resolutenesses,ɹˈɛzəlˌuːtnəsᵻz,assets_small\resolutenesses.wav
refashions,ɹᵻfˈæʃənz,assets_small\refashions.wav
revolters,ɹᵻvˈoʊltɚz,assets_small\revolters.wav
retainer,ɹᵻtˈeɪnɚ,assets_small\retainer.wav
restorations,ɹˌɛstɚɹˈeɪʃənz,assets_small\restorations.wav
rhamnus,ɹˈæmnəs,assets_small\rhamnus.wav
rhinoceri,ɹˈaɪnoʊsɹi,assets_small\rhinoceri.wav
rhythmized,ɹˈɪðmaɪzd,assets_small\rhythmized.wav
rhodochrosite,ɹˈoʊdəkɹˌɑːsaɪt,assets_small\rhodochrosite.wav
rhapsodized,ɹˈæpsədˌaɪzd,assets_small\rhapsodized.wav
rheumatic,ɹuːmˈæɾɪk,assets_small\rheumatic.wav
rhapsodic,ɹæpsˈɑːdɪk,assets_small\rhapsodic.wav
rhumb,ɹˈuːm,assets_small\rhumb.wav
rhinencephalon,ɹˈaɪnənsˌɛfælən,assets_small\rhinencephalon.wav
ripsaws,ɹˈɪpsɔːz,assets_small\ripsaws.wav
riotry,ɹˈaɪətɹi,assets_small\riotry.wav
ringettes,ɹɪŋɡˈɛts,assets_small\ringettes.wav
ritard,ɹˈɪɾɑːɹd,assets_small\ritard.wav
ribaldries,ɹˈɪbəldɹiz,assets_small\ribaldries.wav
riverain,ɹˈɪvɚɹˌeɪn,assets_small\riverain.wav
rightnesses,ɹˈaɪtnəsᵻz,assets_small\rightnesses.wav
rigidity,ɹɪdʒˈɪdᵻɾi,assets_small\rigidity.wav
rickettsia,ɹɪkˈɛtsiə,assets_small\rickettsia.wav
romals,ɹˈoʊməlz,assets_small\romals.wav
rosefinch,ɹˈoʊzfɪntʃ,assets_small\rosefinch.wav
rostella,ɹəstˈɛlə,assets_small\rostella.wav
rouls,ɹˈaʊlz,assets_small\rouls.wav
ronnies,ɹˈɑːnɪz,assets_small\ronnies.wav
royalistic,ɹˌɔɪəlˈɪstɪk,assets_small\royalistic.wav
romaine,ɹˈɑːmeɪn,assets_small\romaine.wav
roughcasters,ɹˈʌfkæstɚz,assets_small\roughcasters.wav
rontgenoscope,ɹˈɔntdʒənˌɑːskoʊp,assets_small\rontgenoscope.wav
ruggedization,ɹˌʌɡɪdᵻzˈeɪʃən,assets_small\ruggedization.wav
ruffes,ɹˈʌfs,assets_small\ruffes.wav
rubellites,ɹˈuːbɪlˌaɪts,assets_small\rubellites.wav
ruminator,ɹˈuːmᵻnˌeɪɾɚ,assets_small\ruminator.wav
russe,ɹˈʌs,assets_small\russe.wav
rustlings,ɹˈʌslɪŋz,assets_small\rustlings.wav
rutted,ɹˈʌɾᵻd,assets_small\rutted.wav
runecraft,ɹˈuːŋkɹæft,assets_small\runecraft.wav
rullock,ɹˈʌlək,assets_small\rullock.wav
ryokan,ɹˈaɪɑːkən,assets_small\ryokan.wav
rybaudryes,ɹˈaɪbədɹˌaɪz,assets_small\rybaudryes.wav
rymming,ɹˈɪmɪŋ,assets_small\rymming.wav
rykes,ɹˈaɪks,assets_small\rykes.wav
ryeflour,ɹˈaɪɪflˌaʊɚ,assets_small\ryeflour.wav
ryebreads,ɹˈaɪbɹɛdz,assets_small\ryebreads.wav
ryebread,ɹˈaɪbɹɛd,assets_small\ryebread.wav
ryepeck,ɹˈaɪɪpˌɛk,assets_small\ryepeck.wav
rybat,ɹˈaɪbæt,assets_small\rybat.wav
salvage,sˈælvɪdʒ,assets_small\salvage.wav
saccharins,sˈækɚɹˌɪnz,assets_small\saccharins.wav
sacerdotalism,sˈæsɚdˌɑːɾəlˌɪzəm,assets_small\sacerdotalism.wav
sanguinaria,sˌæŋɡwɪnˈɛɹiə,assets_small\sanguinaria.wav
salmonellae,sˈælmoʊnəlˌiː,assets_small\salmonellae.wav
savagenesses,sˈæveɪdʒnəsᵻz,assets_small\savagenesses.wav
sauced,sˈɔːst,assets_small\sauced.wav
sayst,sˈeɪst,assets_small\sayst.wav
samekh,sˈeɪmək,assets_small\samekh.wav
sbirro,ˈɛsbˈɜːɹoʊ,assets_small\sbirro.wav
sbirri,ˈɛsbˈɜːɹi,assets_small\sbirri.wav
schnauzers,ʃnˈɔːzɚz,assets_small\schnauzers.wav
scratchbuilds,skɹˈætʃbɪldz,assets_small\scratchbuilds.wav
scrumptious,skɹˈʌmpʃəs,assets_small\scrumptious.wav
scrats,skɹˈæts,assets_small\scrats.wav
scrawniest,skɹˈɔːniɪst,assets_small\scrawniest.wav
scrawlingly,skɹˈɔːlɪŋli,assets_small\scrawlingly.wav
scriptory,skɹˈɪptɚɹi,assets_small\scriptory.wav
scatophagies,skˈæɾəfˌædʒiz,assets_small\scatophagies.wav
scitamineous,sˌɪɾɐmˈaɪniəs,assets_small\scitamineous.wav
sdayns,ˈɛsdˈeɪnz,assets_small\sdayns.wav
sdeign,ˈɛsdˈeɪn,assets_small\sdeign.wav
sdained,ˈɛsdˈeɪnd,assets_small\sdained.wav
sdeigns,ˈɛsdˈeɪnz,assets_small\sdeigns.wav
sdeignfully,ˈɛsdˈeɪnfəli,assets_small\sdeignfully.wav
sdeigning,ˈɛsdˈeɪnɪŋ,assets_small\sdeigning.wav
sdaine,ˈɛsdˈeɪn,assets_small\sdaine.wav
sdeining,ˈɛsdˈeɪnɪŋ,assets_small\sdeining.wav
sdeignes,ˈɛsdˈeɪnɪz,assets_small\sdeignes.wav
seazed,sˈiːzd,assets_small\seazed.wav
seismonasties,sˈaɪzmənɐstiz,assets_small\seismonasties.wav
semipalmated,sˌɛmɪpˈɑːmeɪɾᵻd,assets_small\semipalmated.wav
sepiolite,sˈɛpɪˌɑːlaɪt,assets_small\sepiolite.wav
sealant,sˈiːlənt,assets_small\sealant.wav
seedy,sˈiːdi,assets_small\seedy.wav
sepulchring,sˈɛpʌlkɹɪŋ,assets_small\sepulchring.wav
serigraphic,sˌɛɹɪɡɹˈæfɪk,assets_small\serigraphic.wav
semelparous,sˈɛmɪlpɚɹəs,assets_small\semelparous.wav
sforzatos,ˈɛsfɔːɹzˈɑːɾoʊz,assets_small\sforzatos.wav
sforzando,ˈɛsfɔːɹzˈændoʊ,assets_small\sforzando.wav
sferics,ˈɛsfˈɛɹɪks,assets_small\sferics.wav
sfumatos,ˈɛsfjuːmˈɑːɾoʊz,assets_small\sfumatos.wav
sfumato,ˈɛsfjuːmˈɑːɾoʊ,assets_small\sfumato.wav
sforzato,ˈɛsfɔːɹzˈɑːɾoʊ,assets_small\sforzato.wav
sforzandi,ˈɛsfɔːɹzˈændi,assets_small\sforzandi.wav
sforzandos,ˈɛsfɔːɹzˈændoʊz,assets_small\sforzandos.wav
sforzati,ˈɛsfɔːɹzˈɑːɾi,assets_small\sforzati.wav
sgraffito,ˈɛsɡɹæfˈiːɾoʊ,assets_small\sgraffito.wav
sgraffiti,ˈɛsɡɹæfˈiːɾi,assets_small\sgraffiti.wav
shoppers,ʃˈɑːpɚz,assets_small\shoppers.wav
shoers,ʃˈuːɚz,assets_small\shoers.wav
shivahs,ʃˈɪvəz,assets_small\shivahs.wav
shereef,ʃˈɛɹiːf,assets_small\shereef.wav
sheepier,ʃˈiːpiɚ,assets_small\sheepier.wav
shepherded,ʃˈɛpɚdᵻd,assets_small\shepherded.wav
shamans,ʃˈæmənz,assets_small\shamans.wav
shatterproof,ʃˈæɾɚpɹˌuːf,assets_small\shatterproof.wav
shroves,ʃɹˈoʊvz,assets_small\shroves.wav
sitellas,saɪtˈɛləz,assets_small\sitellas.wav
sideroses,sˈaɪdɚɹˌoʊzᵻz,assets_small\sideroses.wav
sixtieth,sˈɪkstiəθ,assets_small\sixtieth.wav
sinistrorsely,sˈɪnɪstɹˌɔːɹsli,assets_small\sinistrorsely.wav
sidespin,sˈaɪdspɪn,assets_small\sidespin.wav
signable,sˈaɪnəbəl,assets_small\signable.wav
sitka,sˈɪtkə,assets_small\sitka.wav
simplism,sˈɪmpəlˌɪzəm,assets_small\simplism.wav
sirree,sˈɜːɹiː,assets_small\sirree.wav
sjamboked,ˈɛsdʒˈæmboʊkt,assets_small\sjamboked.wav
sjamboking,ˈɛsdʒˈæmboʊkɪŋ,assets_small\sjamboking.wav
sjambokked,ˈɛsdʒˈæmbɑːkt,assets_small\sjambokked.wav
sjambok,ˈɛsdʒˈæmbɑːk,assets_small\sjambok.wav
sjambokking,ˈɛsdʒˈæmbɑːkɪŋ,assets_small\sjambokking.wav
sjamboks,ˈɛsdʒˈæmbɑːks,assets_small\sjamboks.wav
skelpings,skˈɛlpɪŋz,assets_small\skelpings.wav
skittles,skˈɪɾəlz,assets_small\skittles.wav
skivings,skˈaɪvɪŋz,assets_small\skivings.wav
skydives,skˈaɪdaɪvz,assets_small\skydives.wav
skyjacked,skˈaɪdʒækt,assets_small\skyjacked.wav
skyed,skˈaɪd,assets_small\skyed.wav
skeletogenous,skˌɛlᵻtˈɑːdʒənəs,assets_small\skeletogenous.wav
skimpily,skˈɪmpili,assets_small\skimpily.wav
skyier,skˈaɪiɚ,assets_small\skyier.wav
slashes,slˈæʃᵻz,assets_small\slashes.wav
slapdashes,slˈæpdæʃᵻz,assets_small\slapdashes.wav
slipsheeted,slˈɪpʃiːɾᵻd,assets_small\slipsheeted.wav
sliddery,slˈɪdɚɹi,assets_small\sliddery.wav
slivering,slˈɪvɚɹɪŋ,assets_small\slivering.wav
slatiness,slˈeɪtinəs,assets_small\slatiness.wav
slovenlinesses,slˈʌvənlˌaɪnəsᵻz,assets_small\slovenlinesses.wav
slinked,slˈɪŋkt,assets_small\slinked.wav
slokened,slˈoʊkənd,assets_small\slokened.wav
smallswords,smˈɔːlsoːɹdz,assets_small\smallswords.wav
smirry,smˈɜːɹi,assets_small\smirry.wav
smifligates,smˈɪflᵻɡˌeɪts,assets_small\smifligates.wav
smallholdings,smˈɔːlhoʊldɪŋz,assets_small\smallholdings.wav
smokings,smˈoʊkɪŋz,assets_small\smokings.wav
smokeboxes,smˈoʊkbɑːksᵻz,assets_small\smokeboxes.wav
smoused,smˈaʊst,assets_small\smoused.wav
smileful,smˈaɪlfəl,assets_small\smileful.wav
smithing,smˈɪθɪŋ,assets_small\smithing.wav
